,words,type,sentiment,lemm,source
9031,подольщаться,Verb,negative,подольщаться,opinion
9032,подонок,Noun,negative,подонок,opinion
9033,подорвать,Verb,negative,подорвать,fact
9034,подорвать,Verb,negative,подорвать,opinion
9035,подорожание,Noun,positive/negative,подорожание,fact
9036,подорожать,Verb,positive/negative,подорожать,fact
9037,подосадовать,Verb,negative,подосадовать,feeling
9038,подпитие,Noun,negative,подпитие,feeling
9039,подполье,Noun,negative,подполье,fact
9040,подполье,Noun,neutral,подполье,fact
9041,подпольный,Adj,negative,подпольный,fact
9042,подпортить,Verb,negative,подпортить,opinion
9043,подразнить,Verb,negative,подразнить,fact
9044,подразнить,Verb,negative,подразнить,feeling
9045,подразнить,Verb,negative,подразнить,opinion
9046,подрастеряться,Verb,negative,подрастеряться,fact
9047,подрастеряться,Verb,negative,подрастеряться,feeling
9048,подраться,Verb,negative,подраться,fact
9049,подробнейший,Adj,positive,подробнейший,opinion
9050,подробность,Noun,neutral,подробность,fact
9051,подробность,Noun,positive,подробность,opinion
9052,подробный,Adj,positive,подробный,opinion
9053,подружиться,Verb,positive,подружиться,feeling
9054,подрывать,Verb,negative,подрывать,fact
9055,подрывать,Verb,negative,подрывать,opinion
9056,подрывать,Verb,neutral,подрывать,fact
9057,подрывать,Verb,neutral,подрывать,fact
9058,подрыв,Noun,negative,подрыв,fact
9059,подскочили цены,VG,negative,подскочить цена,opinion
9060,подсобить,Verb,positive,подсобить,fact
9061,подсоблять,Verb,positive,подсоблять,fact
9062,подсознательность,Noun,neutral,подсознательность,feeling
9063,подсознательный,Adj,neutral,подсознательный,fact
9064,подсознательный,Adj,neutral,подсознательный,feeling
9065,подспорье,Noun,positive,подспорье,fact
9066,подспудность,Noun,negative,подспудность,opinion
9067,подспудный,Adj,negative,подспудный,opinion
9068,подстава,Noun,negative,подстава,opinion
9069,подставить,Verb,negative,подставить,opinion
9070,подставить,Verb,neutral,подставить,fact
9071,подставить,Verb,neutral,подставить,fact
9072,подставить,Verb,neutral,подставить,fact
9073,подставлять,Verb,negative,подставлять,opinion
9074,подставлять,Verb,neutral,подставлять,fact
9075,подставлять,Verb,neutral,подставлять,fact
9076,подставлять,Verb,neutral,подставлять,fact
9077,подставная компания,NG,negative,подставной компания,fact
9078,подставная фирма,NG,negative,подставной фирма,fact
9079,подставной,Adj,negative,подставной,opinion
9080,подставной,Adj,neutral,подставной,fact
9081,подстраивать,Verb,negative,подстраивать,opinion
9082,подстраивать,Verb,neutral,подстраивать,fact
9083,подстраивать,Verb,positive,подстраивать,fact
9084,подстраивать,Verb,positive,подстраивать,opinion
9085,подстрекательница,Noun,negative,подстрекательница,opinion
9086,подстрекательский,Noun,negative,подстрекательский,opinion
9087,подстрекательство,Noun,negative,подстрекательство,opinion
9088,подстрекатель,Noun,negative,подстрекатель,opinion
9089,подстрекать,Verb,negative,подстрекать,feeling
9090,подстрекать,Verb,negative,подстрекать,opinion
9091,подстрекнуть,Verb,negative,подстрекнуть,feeling
9092,подстрекнуть,Verb,negative,подстрекнуть,opinion
9093,подстроить,Verb,negative,подстроить,opinion
9094,подстроить,Verb,neutral,подстроить,fact
9095,подстроить,Verb,positive,подстроить,fact
9096,подстроить,Verb,positive,подстроить,opinion
9097,подсудить,Verb,negative,подсудить,opinion
9098,подсудный,Adj,negative,подсудный,fact
9099,подсуживание,Noun,negative,подсуживание,opinion
9100,подсуживать,Verb,negative,подсуживать,opinion
9101,подтасовать,Verb,negative,подтасовать,opinion
9102,подтасовка,Noun,negative,подтасовка,opinion
9103,подтасовывание,Noun,negative,подтасовывание,opinion
9104,подтасовывать,Verb,negative,подтасовывать,opinion
9105,подтачивать,Verb,negative,подтачивать,fact
9106,подтачивать,Verb,negative,подтачивать,opinion
9107,подтачивать,Verb,neutral,подтачивать,fact
9108,подташнивание,Noun,negative,подташнивание,feeling
9109,подташнивать,Verb,negative,подташнивать,feeling
9110,подтопление,Noun,negative,подтопление,fact
9111,подточить,Verb,negative,подточить,fact
9112,подточить,Verb,negative,подточить,opinion
9113,подточить,Verb,neutral,подточить,fact
9114,подтянутость,Noun,positive,подтянутость,opinion
9115,подтянутый,Adj,positive,подтянутый,opinion
9116,подурнеть,Verb,negative,подурнеть,opinion
9117,подустать,Verb,negative,подустать,feeling
9118,подфартить,Verb,positive,подфартить,opinion
9119,подхалимаж,Noun,negative,подхалимаж,opinion
9120,подхалимка,Noun,negative,подхалимка,opinion
9121,подхалимничанье,Noun,negative,подхалимничанье,opinion
9122,подхалимничать,Verb,negative,подхалимничать,opinion
9123,подхалимский,Adj,negative,подхалимский,opinion
9124,подхалимствовать,Verb,negative,подхалимствовать,opinion
9125,подхалимство,Noun,negative,подхалимство,opinion
9126,подхалим,Noun,negative,подхалим,opinion
9127,подходить,Verb,neutral,подходить,fact
9128,подходить,Verb,neutral,подходить,fact
9129,подходить,Verb,neutral,подходить,opinion
9130,подходить,Verb,positive,подходить,opinion
9131,подходящий,Adj,positive,подходящий,opinion
9132,подчистка документа,NG,negative,подчистка документ,fact
9133,подъезжать,Verb,negative,подъезжать,opinion
9134,подъезжать,Verb,neutral,подъезжать,fact
9135,подъем,Noun,neutral,подъем,fact
9136,подъем,Noun,neutral,подъем,fact
9137,подъем,Noun,neutral,подъем,fact
9138,подъем,Noun,neutral,подъем,fact
9139,подъем,Noun,neutral,подъем,fact
9140,подъем,Noun,positive,подъем,feeling
9141,подъехать,Verb,negative,подъехать,opinion
9142,подъехать,Verb,neutral,подъехать,fact
9143,под градусом,NG,negative,под градус,opinion
9144,под зад коленом,NG,negative,под зад колено,fact
9145,пожадничать,Verb,negative,пожадничать,opinion
9146,пожалеть,Verb,negative,пожалеть,fact
9147,пожалеть,Verb,negative,пожалеть,feeling
9148,пожалеть,Verb,positive,пожалеть,feeling
9149,пожалеть,Verb,positive,пожалеть,opinion
9150,пожаловаться,Verb,negative,пожаловаться,fact
9151,пожаловаться,Verb,negative,пожаловаться,opinion
9152,пожар,Noun,negative,пожар,fact
9153,пожертвователь,Noun,positive,пожертвователь,fact
9154,пожизненное заключение,NG,negative,пожизненный заключение,fact
9155,пожизненный срок,NG,negative,пожизненный срок,fact
9156,пожурить,Verb,negative,пожурить,opinion
9157,позавидовать,Verb,negative,позавидовать,feeling
9158,позавчерашний,Adj,negative,позавчерашний,opinion
9159,позариться,Verb,negative,позариться,opinion
9160,позволительность,Noun,positive,позволительность,opinion
9161,позволительный,Adj,positive,позволительный,opinion
9162,поздравляшка,Noun,positive,поздравляшка,fact
9163,позерка,Noun,negative,позерка,opinion
9164,позерский,Adj,negative,позерский,opinion
9165,позерство,Noun,negative,позерство,opinion
9166,позер,Noun,negative,позер,opinion
9167,позитивный,Adj,neutral,позитивный,fact
9168,позитивный,Adj,positive,позитивный,opinion
9169,позитив,Noun,neutral,позитив,fact
9170,позитив,Noun,positive,позитив,opinion
9171,позлорадствовать,Verb,negative,позлорадствовать,feeling
9172,позлословить,Verb,negative,позлословить,opinion
9173,позориться,Verb,negative,позориться,opinion
9174,позорище,Noun,negative,позорище,opinion
9175,позорность,Noun,negative,позорность,opinion
9176,позорный,Adj,negative,позорный,opinion
9177,позор,Noun,negative,позор,opinion
9178,поиздеваться,Verb,negative,поиздеваться,opinion
9179,поизноситься,Verb,negative,поизноситься,fact
9180,пойти на лад,VG,positive,пойти на лад,opinion
9181,пойти на панель,VG,negative,пойти на панель,fact
9182,показательность,Noun,neutral,показательность,opinion
9183,показательность,Noun,positive,показательность,opinion
9184,показательный,Adj,neutral,показательный,opinion
9185,показательный,Adj,positive,показательный,opinion
9186,показать на дверь,VG,negative,показать на дверь,fact
9187,показной,Adj,negative,показной,opinion
9188,показуха,Noun,negative,показуха,opinion
9189,показушный,Adj,negative,показушный,opinion
9190,покалечить,Verb,negative,покалечить,fact
9191,покалывать,Verb,negative,покалывать,feeling
9192,покапризничать,Verb,negative,покапризничать,opinion
9193,покаяние,Noun,neutral,покаяние,fact
9194,покаяние,Noun,positive,покаяние,fact
9195,покаяние,Noun,positive,покаяние,feeling
9196,поквитаться,Verb,negative,поквитаться,fact
9197,покладистость,Noun,positive,покладистость,opinion
9198,покладистый,Adj,positive,покладистый,opinion
9199,поклеп,Noun,negative,поклеп,opinion
9200,поклонение,Noun,positive,поклонение,feeling
9201,поклоняться,Verb,positive,поклоняться,feeling
9202,покой,Noun,positive,NG,opinion
9203,поколачивать,Verb,negative,поколачивать,fact
9204,поколдовать,Verb,negative,поколдовать,opinion
9205,поколотить,Verb,negative,поколотить,fact
9206,покончить с собой,VG,negative,покончить с себя,fact
9207,покопаться,Verb,negative,покопаться,fact
9208,покопаться,Verb,negative,покопаться,opinion
9209,покопаться,Verb,neutral,покопаться,fact
9210,покорежить,Verb,negative,покорежить,fact
9211,покорность,Noun,negative,покорность,opinion
9212,покорный,Adj,negative,покорный,opinion
9213,покраснеть от стыда,VG,negative,покраснеть от стыд,feeling
9214,покрепче,Adv,positive,покрепче,opinion
9215,покривить душой,VG,negative,покривить душа,opinion
9216,покривить совестью,VG,negative,покривить совесть,opinion
9217,покритиковать,Verb,negative,покритиковать,opinion
9218,покуражиться,Verb,negative,покуражиться,opinion
9219,покуролесить,Verb,negative,покуролесить,opinion
9220,покуситься,Verb,negative,покуситься,fact
9221,покушаться,Verb,negative,покушаться,fact
9222,покушение,Noun,negative,покушение,fact
9223,полая вода,NG,negative,полый вода,fact
9224,полбеды,Pred,negative,полбеды,opinion
9225,полегчать,Verb,positive,полегчать,opinion
9226,полезнейший,Adj,positive,полезнейший,opinion
9227,полезность,Noun,positive,полезность,opinion
9228,полезный,Adj,positive,полезный,opinion
9229,полезть в петлю,VG,negative,полезть в петля,fact
9230,полениться,Verb,negative,полениться,opinion
9231,полиартрит,Noun,negative,полиартрит,fact
9232,полиомиелитный,Adj,negative,полиомиелитный,fact
9233,полиомиелит,Noun,negative,полиомиелит,fact
9234,политизация,Noun,negative,политизация,fact
9235,политизирование,Noun,negative,политизирование,opinion
9236,политизировать,Verb,negative,политизировать,opinion
9237,политический вакуум,NG,negative,политический вакуум,opinion
9238,политкорректность,Noun,positive,политкорректность,opinion
9239,политкорректный,Adj,positive,политкорректный,opinion
9240,политрепрессии,Noun,negative,политрепрессия,fact
9241,полнейший,Adj,neutral,полнейший,operator
9242,полненький,Adj,neutral,полненький,opinion
9243,полноватый,Adj,negative,полноватый,opinion
9244,полнокровность,Noun,positive,полнокровность,opinion
9245,полнокровный,Adj,positive,полнокровный,opinion
9246,полнота,Noun,neutral,полнота,opinion
9247,полноценность,Noun,positive,полноценность,opinion
9248,полноценный,Adj,positive,полноценный,opinion
9249,полный ноль,NG,negative,полный ноль,opinion
9250,полный провал,NG,negative,полный провал,opinion
9251,полный человек,NG,neutral,полный человек,opinion
9252,полный,Adj,neutral,полный,operator
9253,полный,Adj,neutral,полный,operator
9254,полный,Adj,neutral,полный,opinion
9255,полный,Adj,neutral,полный,opinion
9256,половодье,Noun,negative,половодье,fact
9257,положа руку на сердце,VG,positive,положить рука на сердце,opinion
9258,положительность,Noun,positive,положительность,opinion
9259,положительный,Adj,neutral,положительный,fact
9260,положительный,Adj,neutral,положительный,fact
9261,положительный,Adj,positive,положительный,opinion
9262,положительный,Adj,positive,положительный,opinion
9263,положить зубы на полку,VG,negative,положить зуб на полка,opinion
9264,положить под сукно,VG,negative,положить под сукно,fact
9265,поломаться,Verb,negative,поломаться,fact
9266,поломка,Noun,negative,поломка,fact
9267,полоумный,Adj,negative,полоумный,opinion
9268,полубог,Noun,positive,полубог,opinion
9269,полуголодный,Adj,negative,полуголодный,opinion
9270,полуграмотный,Adj,negative,полуграмотный,opinion
9271,полудурок,Noun,negative,полудурок,opinion
9272,полукриминальный,Adj,negative,полукриминальный,fact
9273,полумертвый,Adj,negative,полумертвый,opinion
9274,полупьяный,Adj,negative,полупьяный,opinion
9275,полусонный,Adj,negative,полусонный,opinion
9276,получать выговор,VG,negative,получать выговор,fact
9277,получать ожог,VG,negative,получать ожог,feeling
9278,получить ожог,VG,negative,получить ожог,feeling
9279,полысеть,Verb,negative,полысеть,fact
9280,польза,Noun,positive,польза,opinion
9281,польстить,Verb,negative,польстить,opinion
9282,польстить,Verb,positive,польстить,feeling
9283,полюбиться,Verb,positive,полюбиться,feeling
9284,полюбить,Verb,positive,полюбить,feeling
9285,полюбоваться,Verb,positive,полюбоваться,feeling
9286,помарка,Noun,negative,помарка,fact
9287,помаяться,Verb,negative,помаяться,feeling
9288,помереть,Verb,negative,помереть,fact
9289,помереть,Verb,negative,помереть,feeling
9290,поместительность,Noun,positive,поместительность,opinion
9291,поместительный,Adj,positive,поместительный,opinion
9292,помеха,Noun,negative,помеха,opinion
9293,помеховый,Adj,negative,помеховый,fact
9294,помечтать,Verb,positive,помечтать,feeling
9295,помешанный,Adj,negative,помешанный,opinion
9296,помешать,Verb,negative,помешать,opinion
9297,помешать,Verb,neutral,помешать,fact
9298,помирать,Verb,negative,помирать,fact
9299,помирать,Verb,negative,помирать,feeling
9300,помогать,Verb,positive,помогать,fact
9301,помогать,Verb,positive,помогать,opinion
9302,помогающий фактор,NG,positive,помогающий фактор,opinion
9303,помоечный,Adj,negative,помоечный,fact
9304,помойка,Noun,negative,помойка,fact
9305,поморозить,Verb,negative,поморозить,fact
9306,помотать нервишки,VG,negative,помотать нервишки,feeling
9307,помочь,Verb,positive,помочь,fact
9308,помочь,Verb,positive,помочь,opinion
9309,помощник,Noun,neutral,помощник,fact
9310,помощник,Noun,positive,помощник,fact
9311,помощник,Noun,positive,помощник,opinion
9312,помощь,Noun,positive,помощь,fact
9313,помпа,Noun,neutral,помпа,fact
9314,помпа,Noun,positive,помпа,opinion
9315,помпезность,Noun,positive,помпезность,opinion
9316,помпезный,Adj,positive,помпезный,opinion
9317,помрачаться,Verb,negative,помрачаться,feeling
9318,помрачать,Verb,negative,помрачать,feeling
9319,помрачиться,Verb,negative,помрачиться,feeling
9320,помрачить,Verb,negative,помрачить,feeling
9321,помутилось сознание,VG,negative,помутиться сознание,feeling
9322,помутиться в голове,VG,negative,помутиться в голова,feeling
9323,помутиться,Verb,negative,помутиться,fact
9324,помутиться,Verb,negative,помутиться,feeling
9325,помутить,Verb,negative,помутить,feeling
9326,помутить,Verb,negative,помутить,opinion
9327,помутнение,Noun,negative,помутнение,fact
9328,помутнеть,Verb,negative,помутнеть,fact
9329,помучиться,Verb,negative,помучиться,feeling
9330,помучить,Verb,negative,помучить,opinion
9331,помятость,Noun,negative,помятость,opinion
9332,помятый,Adj,negative,помятый,opinion
9333,помяться,Verb,negative,помяться,fact
9334,помяться,Verb,negative,помяться,opinion
9335,понадеяться,Verb,positive,понадеяться,feeling
9336,понаслаждаться,Verb,positive,понаслаждаться,feeling
9337,понижение остроты слуха,NG,negative,понижение острота слух,fact
9338,пониженный слух,NG,negative,пониженный слух,fact
9339,понизить остроту слуха,VG,negative,понизить острота слух,fact
9340,поникнуть духом,VG,negative,поникнуть дух,feeling
9341,поникнуть,Verb,negative,поникнуть,fact
9342,поникнуть,Verb,negative,поникнуть,feeling
9343,поникнуть,Verb,negative,поникнуть,feeling
9344,понимание,Noun,positive,понимание,opinion
9345,понимать,Verb,positive,понимать,fact
9346,поножовщина,Noun,negative,поножовщина,fact
9347,поносный,Adj,negative,поносный,fact
9348,понос,Noun,negative,понос,fact
9349,поношенность,Noun,negative,поношенность,opinion
9350,поношенный,Adj,negative,поношенный,opinion
9351,понравиться,Verb,positive,понравиться,feeling
9352,понурость,Noun,negative,понурость,opinion
9353,понурый,Adj,negative,понурый,opinion
9354,поныть,Verb,negative,поныть,opinion
9355,понятливость,Noun,positive,понятливость,opinion
9356,понятливый,Adj,positive,понятливый,opinion
9357,понятность,Noun,positive,понятность,opinion
9358,понятный,Adj,positive,понятный,opinion
9359,понять,Verb,positive,понять,fact
9360,пообвыкнуться,Verb,positive,пообвыкнуться,feeling
9361,поорать,Verb,negative,поорать,opinion
9362,поостынуть,Verb,negative,поостынуть,feeling
9363,поостынуть,Verb,neutral,поостынуть,fact
9364,поостыть,Verb,negative,поостыть,feeling
9365,поостыть,Verb,neutral,поостыть,fact
9366,попенять,Verb,negative,попенять,fact
9367,попереться,Verb,negative,попереться,opinion
9368,попирать,Verb,negative,попирать,fact
9369,поплакаться,Verb,negative,поплакаться,fact
9370,попортить,Verb,negative,попортить,opinion
9371,поправиться,Verb,positive,поправиться,fact
9372,поправиться,Verb,positive,поправиться,feeling
9373,поправиться,Verb,positive,поправиться,opinion
9374,поправиться,Verb,positive/negative,поправиться,opinion
9375,поправка,Noun,positive,поправка,fact
9376,поправка,Noun,positive,поправка,fact
9377,поправка,Noun,positive,поправка,fact
9378,поправка,Noun,positive,поправка,feeling
9379,поправление,Noun,positive,поправление,fact
9380,поправление,Noun,positive,поправление,fact
9381,поправление,Noun,positive,поправление,feeling
9382,поправление,Noun,positive/negative,поправление,opinion
9383,поправляться,Verb,positive,поправляться,fact
9384,поправляться,Verb,positive,поправляться,feeling
9385,поправляться,Verb,positive,поправляться,opinion
9386,поправляться,Verb,positive/negative,поправляться,opinion
9387,попрание,Noun,negative,попрание,fact
9388,попрать,Verb,negative,попрать,fact
9389,попрекать,Verb,negative,попрекать,fact
9390,попрекнуть,Verb,negative,попрекнуть,fact
9391,попрек,Noun,negative,попрек,opinion
9392,попривыкнуть,Verb,positive,попривыкнуть,feeling
9393,попрошайка,Noun,negative,попрошайка,fact
9394,попрошайничать,Verb,negative,попрошайничать,fact
9395,попрошайнический,Adj,negative,попрошайнический,fact
9396,попрошайничество,Noun,negative,попрошайничество,fact
9397,популизм,Noun,negative,популизм,opinion
9398,популистка,Noun,negative,популистка,opinion
9399,популистский,Adj,negative,популистский,opinion
9400,популист,Noun,negative,популист,opinion
9401,популяризация,Noun,positive,популяризация,fact
9402,популяризирование,Noun,positive,популяризирование,fact
9403,популяризировать,Verb,positive,популяризировать,fact
9404,популяризовать,Verb,positive,популяризовать,fact
9405,популярнейший,Adj,positive,популярнейший,opinion
9406,популярность,Noun,positive,популярность,opinion
9407,популярный,Adj,positive,популярный,opinion
9408,попустительница,Noun,negative,попустительница,opinion
9409,попустительский,Adj,negative,попустительский,opinion
9410,попустительствовать,Verb,negative,попустительствовать,opinion
9411,попустительство,Noun,negative,попустительство,opinion
9412,попуститель,Noun,negative,попуститель,opinion
9413,попутать,Verb,negative,попутать,opinion
9414,поработить,Verb,negative,поработить,opinion
9415,порабощать,Verb,negative,порабощать,opinion
9416,порабощение,Noun,negative,порабощение,opinion
9417,порадоваться,Verb,positive,порадоваться,feeling
9418,поражать,Verb,negative,поражать,fact
9419,поражать,Verb,negative,поражать,fact
9420,поражать,Verb,positive/negative,поражать,opinion
9421,поражение мозга,NG,negative,поражение мозг,fact
9422,поражение нервной системы,NG,negative,поражение нервный система,fact
9423,поражение,Noun,negative,поражение,fact
9424,поражение,Noun,negative,поражение,fact
9425,поражение,Noun,positive/negative,поражение,opinion
9426,поразительность,Noun,positive,поразительность,opinion
9427,поразительный,Adj,positive,поразительный,opinion
9428,поразить,Verb,negative,поразить,fact
9429,поразить,Verb,negative,поразить,fact
9430,поразить,Verb,positive/negative,поразить,opinion
9431,пораниться,Verb,negative,пораниться,fact
9432,поранить,Verb,negative,поранить,fact
9433,пореветь,Verb,negative,пореветь,feeling
9434,поржать,Verb,positive,поржать,feeling
9435,порицание,Noun,negative,порицание,opinion
9436,порицать,Verb,negative,порицать,opinion
9437,порнографический,Adj,negative,порнографический,fact
9438,порнография,Noun,negative,порнография,fact
9439,порноматериал,Noun,negative,порноматериал,fact
9440,порнопродукция,Noun,negative,порнопродукция,fact
9441,порно,Noun,negative,порно,fact
9442,порнуха,Noun,negative,порнуха,fact
9443,порнушка,Noun,negative,порнушка,fact
9444,породистость,Noun,positive,породистость,opinion
9445,породистый,Adj,positive,породистый,opinion
9446,породность,Noun,positive,породность,opinion
9447,породный,Adj,neutral,породный,fact
9448,породный,Adj,neutral,породный,fact
9449,породный,Adj,neutral,породный,fact
9450,породный,Adj,positive,породный,opinion
9451,порок,Noun,negative,порок,opinion
9452,пороть горячку,VG,negative,пороть горячка,opinion
9453,порочность,Noun,negative,порочность,opinion
9454,порочный,Adj,negative,порочный,opinion
9455,портачить,Verb,negative,портачить,opinion
9456,портиться,Verb,negative,портиться,opinion
9457,портить,Verb,negative,портить,opinion
9458,поругание,Noun,negative,поругание,opinion
9459,поругаться,Verb,negative,поругаться,fact
9460,поругаться,Verb,negative,поругаться,opinion
9461,поругать,Verb,negative,поругать,fact
9462,поругать,Verb,negative,поругать,opinion
9463,поругивать,Verb,negative,поругивать,fact
9464,порушить,Verb,negative,порушить,fact
9465,порча,Noun,negative,порча,fact
9466,порча,Noun,negative,порча,opinion
9467,порча,Noun,negative,порча,opinion
9468,порыв ветра,NG,negative,порыв ветер,fact
9469,порыв,Noun,negative,порыв,fact
9470,порыв,Noun,positive,порыв,feeling
9471,порыдать,Verb,negative,порыдать,feeling
9472,порядочность,Noun,positive,порядочность,opinion
9473,порядочный,Adj,neutral,порядочный,opinion
9474,порядочный,Adj,positive,порядочный,opinion
9475,посетовать,Verb,negative,посетовать,opinion
9476,поскальзываться,Verb,negative,поскальзываться,fact
9477,поскальзываться,Verb,negative,поскальзываться,opinion
9478,поскандалить,Verb,negative,поскандалить,fact
9479,поскользнуться,Verb,negative,поскользнуться,fact
9480,поскользнуться,Verb,negative,поскользнуться,opinion
9481,поскромничать,Verb,positive/negative,поскромничать,opinion
9482,поскупиться,Verb,negative,поскупиться,opinion
9483,последовательность,Noun,neutral,последовательность,fact
9484,последовательность,Noun,positive,последовательность,opinion
9485,последовательный,Adj,neutral,последовательный,fact
9486,последовательный,Adj,positive,последовательный,opinion
9487,последствие,Noun,negative,последствие,fact
9488,послушная кукла,NG,negative,послушный кукла,opinion
9489,послушная марионетка,NG,negative,послушный марионетка,opinion
9490,послушность,Noun,positive,послушность,opinion
9491,послушный,Adj,positive,послушный,opinion
9492,посмаковать,Verb,positive/negative,посмаковать,feeling
9493,посмеиваться,Verb,negative,посмеиваться,opinion
9494,посмеиваться,Verb,positive,посмеиваться,fact
9495,посмеиваться,Verb,positive/negative,посмеиваться,opinion
9496,посмеяться,Verb,negative,посмеяться,opinion
9497,посмеяться,Verb,positive,посмеяться,fact
9498,пособить,Verb,positive,пособить,fact
9499,пособлять,Verb,positive,пособлять,fact
9500,пособник,Noun,negative,пособник,fact
9501,пособница,Noun,negative,пособница,fact
9502,пособничать,Verb,negative,пособничать,fact
9503,пособничество,Noun,negative,пособничество,fact
9504,посомневаться,Verb,negative,посомневаться,feeling
9505,посочувствовать,Verb,positive,посочувствовать,feeling
9506,поспекулировать,Verb,negative,поспекулировать,fact
9507,поспешность,Noun,negative,поспешность,opinion
9508,поспешный,Adj,negative,поспешный,opinion
9509,посрать,Verb,negative,посрать,fact
9510,посредственность,Noun,negative,посредственность,opinion
9511,посредственный,Adj,negative,посредственный,opinion
9512,поссориться,Verb,negative,поссориться,fact
9513,поставить на колени,VG,negative,поставить на колено,opinion
9514,постелька,Noun,positive,постелька,opinion
9515,постесняться,Verb,negative,постесняться,feeling
9516,постигать,Verb,positive,постигать,fact
9517,постигнуть,Verb,positive,постигнуть,fact
9518,постижение,Noun,positive,постижение,fact
9519,постичь,Verb,positive,постичь,fact
9520,постный,Adj,negative,постный,opinion
9521,постный,Adj,neutral,постный,fact
9522,постный,Adj,neutral,постный,fact
9523,постный,Adj,neutral,постный,opinion
9524,постоянство,Noun,positive,постоянство,opinion
9525,постыдиться,Verb,negative,постыдиться,feeling
9526,постыдность,Noun,negative,постыдность,opinion
9527,постыдный,Adj,negative,постыдный,opinion
9528,посчастливиться,Verb,positive,посчастливиться,opinion
9529,посягательство,Noun,negative,посягательство,fact
9530,посягать,Verb,negative,посягать,fact
9531,посягнуть,Verb,negative,посягнуть,fact
9532,потакание,Noun,negative,потакание,opinion
9533,потакать,Verb,negative,потакать,opinion
9534,потасканность,Noun,negative,потасканность,opinion
9535,потасканный,Adj,negative,потасканный,opinion
9536,потаскуха,Noun,negative,потаскуха,opinion
9537,потасовка,Noun,negative,потасовка,fact
9538,потатчик,Noun,negative,потатчик,opinion
9539,потатчица,Noun,negative,потатчица,opinion
9540,потворствование,Noun,negative,потворствование,opinion
9541,потворствовать,Verb,negative,потворствовать,opinion
9542,потворство,Noun,negative,потворство,opinion
9543,потворщик,Noun,negative,потворщик,opinion
9544,потворщица,Noun,negative,потворщица,opinion
9545,потемки,Noun,negative,потемки,opinion
9546,потепление,Noun,neutral,потепление,fact
9547,потепление,Noun,neutral,потепление,fact
9548,потепление,Noun,positive,потепление,opinion
9549,потеплеть,Verb,neutral,потеплеть,fact
9550,потеплеть,Verb,neutral,потеплеть,fact
9551,потеплеть,Verb,positive,потеплеть,opinion
9552,потерпеть провал,VG,negative,потерпеть провал,opinion
9553,потертость,Noun,negative,потертость,opinion
9554,потертый,Adj,negative,потертый,opinion
9555,потеряться,Verb,negative,потеряться,fact
9556,потеряться,Verb,negative,потеряться,fact
9557,потеряться,Verb,negative,потеряться,fact
9558,потеряться,Verb,negative,потеряться,fact
9559,потеряться,Verb,negative,потеряться,feeling
9560,потерять дар речи,VG,negative,потерять дар речь,fact
9561,потерять покой,VG,negative,потерять покой,feeling
9562,потерять силы,VG,negative,потерять сила,feeling
9563,потерять сознание,VG,negative,потерять сознание,fact
9564,потеря влаги,NG,negative,потеря влага,fact
9565,потеря крови,NG,negative,потеря кровь,fact
9566,потеря слух,NG,negative,потеря слух,fact
9567,потеря сознания,NG,negative,потеря сознание,fact
9568,потеря,Noun,negative,потеря,fact
9569,потеря,Noun,negative,потеря,fact
9570,потеря,Noun,negative,потеря,fact
9571,потеря,Noun,negative,потеря,opinion
9572,потеря,Noun,negative,потеря,opinion
9573,потешаться,Verb,negative,потешаться,opinion
9574,потешность,Noun,positive/negative,потешность,opinion
9575,потешный,Adj,positive/negative,потешный,opinion
9576,потливость,Noun,negative,потливость,fact
9577,потоп,Noun,negative,потоп,fact
9578,потрава,Noun,negative,потрава,fact
9579,потравить,Verb,negative,потравить,fact
9580,потрафить,Verb,positive,потрафить,opinion
9581,потрафлять,Verb,positive,потрафлять,opinion
9582,потрахаться,Verb,negative,потрахаться,opinion
9583,потрахушка,Noun,negative,потрахушка,opinion
9584,потребительница,Noun,negative,потребительница,opinion
9585,потребительница,Noun,neutral,потребительница,fact
9586,потребительский,Adj,negative,потребительский,opinion
9587,потребительский,Adj,neutral,потребительский,fact
9588,потребительское отношение,NG,negative,потребительский отношение,opinion
9589,потребительство,Noun,negative,потребительство,opinion
9590,потребительство,Noun,neutral,потребительство,fact
9591,потребитель,Noun,negative,потребитель,opinion
9592,потребитель,Noun,neutral,потребитель,fact
9593,потревожить,Verb,negative,потревожить,feeling
9594,потрепанность,Noun,negative,потрепанность,opinion
9595,потрепанный,Adj,negative,потрепанный,opinion
9596,потрепаться,Verb,negative,потрепаться,fact
9597,потрепаться,Verb,negative,потрепаться,opinion
9598,потрепаться,Verb,negative,потрепаться,opinion
9599,потрепать нервы,VG,negative,потрепать нервы,feeling
9600,потроллить,Verb,negative,потроллить,fact
9601,потрясать,Verb,negative,потрясать,fact
9602,потрясать,Verb,negative,потрясать,fact
9603,потрясать,Verb,negative,потрясать,opinion
9604,потрясать,Verb,positive/negative,потрясать,feeling
9605,потрясающий,Adj,positive,потрясающий,opinion
9606,потрясение,Noun,negative,потрясение,fact
9607,потрясение,Noun,negative,потрясение,fact
9608,потрясение,Noun,negative,потрясение,feeling
9609,потрясный,Adj,positive,потрясный,opinion
9610,потрясти,Verb,negative,потрясти,opinion
9611,потрясти,Verb,negative,потрясти,opinion
9612,потрясти,Verb,neutral,потрясти,fact
9613,потрясти,Verb,positive/negative,потрясти,feeling
